id,gloss
04903,banana
05062,barely
05063,barely
05064,barely
05065,barely
05066,barely
05067,barely
05069,barely
05086,bar
05087,bar
05088,bar
05089,bar
05090,bar
05095,bar
05097,bar
05098,bar
05107,bark
05108,bark
05109,bark
05110,bark
05113,bark
05114,bark
05171,baseball
05172,baseball
05175,baseball
05194,basement
05195,basement
05196,basement
05198,basement
05229,basketball
05230,basketball
05231,basketball
05232,basketball
05233,basketball
05234,basketball
05238,basketball
05239,basketball
05275,bath
05276,bath
05277,bath
05278,bath
05280,bath
05297,bathroom
05298,bathroom
05299,bathroom
05300,bathroom
05303,bathroom
05467,beard
05468,beard
05470,beard
05471,beard
05472,beard
05473,beard
05476,beard
05484,bear
05486,bear
05487,bear
05489,bear
05596,because
05598,because
05599,because
05600,because
05601,because
05605,because
05606,because
05629,bed
05630,bed
05631,bed
05632,bed
05633,bed
05634,bed
05636,bed
05637,bed
05638,bed
05652,bedroom
05653,bedroom
05654,bedroom
05656,bedroom
05705,beer
05706,beer
05707,beer
05708,beer
05709,beer
05712,beer
05727,before
05728,before
05729,before
05730,before
05731,before
05732,before
05733,before
05734,before
05739,before
05740,before
05741,before
05742,before
05743,before
05759,beg
05762,beg
05763,beg
05803,behind
05804,behind
05808,behind
05853,believe
05854,believe
05855,believe
05856,believe
05858,believe
05923,belt
05924,belt
05925,belt
05926,belt
05928,belt
05960,benefit
05961,benefit
05962,benefit
05964,benefit
05965,benefit
06066,better
06067,better
06069,better
06192,big
06193,big
06194,big
06199,big
06200,big
06330,bird
06331,bird
06332,bird
06333,bird
06334,bird
06335,bird
06337,bird
06359,birthday
06360,birthday
06363,birthday
06365,birthday
06409,bite
06410,bite
06411,bite
06414,bite
06428,bitter
06429,bitter
06430,bitter
06431,bitter
06432,bitter
06435,bitter
06436,bitter
06471,black
06472,black
06473,black
06474,black
06476,black
06477,black
06478,black
06528,blame
06529,blame
06532,blame
06533,blame
06551,blanket
06552,blanket
06553,blanket
06554,blanket
06555,blanket
06558,blanket
06559,blanket
06649,blind
06650,blind
06651,blind
06652,blind
06654,blind
06655,blind
06832,blue
06833,blue
06834,blue
06835,blue
06839,blue
06930,boat
06931,boat
06932,boat
06933,boat
06935,boat
06948,body
06949,body
06951,body
07068,book
07069,book
07070,book
07074,book
07191,bored
07192,bored
07196,bored
07197,bored
07198,bored
07227,borrow
07228,borrow
07230,borrow
07231,borrow
07237,boss
07238,boss
07239,boss
07243,boss
07245,boss
07260,bother
07261,bother
07262,bother
07264,bother
07265,bother
07266,bother
07271,both
07272,both
07274,both
07286,bottle
07287,bottle
07288,bottle
07290,bottle
07297,bottom
07298,bottom
07299,bottom
07300,bottom
07301,bottom
07303,bottom
07304,bottom
07371,bowl
07372,bowl
07373,bowl
07375,bowl
07388,bowling
07389,bowling
07390,bowling
07391,bowling
07392,bowling
07393,bowling
07394,bowling
07397,bowling
07398,bowling
07399,bowling
07400,bowling
07417,box
07418,box
07420,box
07421,box
07452,boy
07453,boy
07454,boy
07455,boy
07458,boy
07470,bracelet
07471,bracelet
07472,bracelet
07473,bracelet
07475,bracelet
07492,brag
07493,brag
07495,brag
07595,bread
07596,bread
07597,bread
07598,bread
07600,bread
07601,bread
07806,bring
07807,bring
07808,bring
07810,bring
07811,bring
07932,brother
07933,brother
07934,brother
07935,brother
07936,brother
07937,brother
07938,brother
07940,brother
07960,brown
07961,brown
07962,brown
07963,brown
07966,brown
08119,build
08120,build
08121,build
08123,build
08346,bus
08347,bus
08349,bus
08352,bus
08355,bus
08368,business
08369,business
08370,business
08372,business
08373,business
08424,but
08425,but
08426,but
08429,but
08431,but
08448,butter
08449,butter
08450,butter
08452,butter
08482,buy
08483,buy
08484,buy
08485,buy
08486,buy
08488,buy
08587,cafeteria
08588,cafeteria
08589,cafeteria
08590,cafeteria
08592,cafeteria
08593,cafeteria
08612,cake
08613,cake
08614,cake
08618,cake
08670,california
08671,california
08672,california
08673,california
08674,california
08676,california
08677,california
08689,call
08690,call
08691,call
08692,call
08694,call
08701,call
08702,call
08706,call
08707,call
08745,calm
08746,calm
08747,calm
08748,calm
08749,calm
08752,calm
08841,canada
08842,canada
08843,canada
08844,canada
08846,canada
08859,cancel
08860,cancel
08861,cancel
08862,cancel
08863,cancel
08865,cancel
08866,cancel
08898,candle
08899,candle
08900,candle
08902,candle
08915,candy
08916,candy
08917,candy
08918,candy
08919,candy
08920,candy
08921,candy
08924,candy
08925,candy
08935,can
08936,can
08937,can
08938,can
08942,can
08944,can
09151,cards
09153,cards
09155,cards
09179,careful
09180,careful
09181,careful
09182,careful
09185,careful
09186,careful
09234,car
09235,car
09237,car
09238,car
09244,car
09305,carrot
09306,carrot
09307,carrot
09308,carrot
09309,carrot
09310,carrot
09311,carrot
09457,catch
09458,catch
09459,catch
09461,catch
09467,catch
09468,catch
09525,cat
09526,cat
09528,cat
09532,cat
09533,cat
09572,cause
09573,cause
09574,cause
09576,cause
09721,center
09722,center
09723,center
09725,center
09726,center
09774,cereal
09775,cereal
09776,cereal
09777,cereal
09781,cereal
09848,chair
09849,chair
09850,chair
09851,chair
09854,chair
09892,challenge
09893,challenge
09894,challenge
09896,challenge
09915,champion
09916,champion
09917,champion
09918,champion
09919,champion
09920,champion
09921,champion
09922,champion
09924,champion
09949,change
09950,change
09953,change
09954,change
09955,change
09956,change
09957,change
09960,change
09963,change
09966,change
09967,change
10102,chat
10104,chat
10105,chat
10106,chat
10107,chat
10109,chat
10111,chat
10112,chat
10135,cheap
10136,cheap
10137,cheap
10138,cheap
10141,cheap
10147,cheat
10148,cheat
10149,cheat
10151,cheat
10157,cheat
10158,cheat
10159,cheat
10183,check
10184,check
10185,check
10186,check
10187,check
10188,check
10190,check
10192,check
10266,cheese
10267,cheese
10268,cheese
10269,cheese
10271,cheese
10397,chicken
10400,chicken
10405,chicken
10443,child
10444,child
10445,child
10446,child
10447,child
10449,child
10450,child
10461,children
10462,children
10464,children
10466,children
10467,children
10579,chocolate
10580,chocolate
10581,chocolate
10583,chocolate
10589,choice
10590,choice
10591,choice
10592,choice
10594,choice
10595,choice
10596,choice
10625,choose
10631,choose
10632,choose
10634,choose
10635,choose
10636,choose
10637,choose
10703,christmas
10704,christmas
10705,christmas
10708,christmas
10709,christmas
10711,christmas
10769,church
10770,church
10771,church
10772,church
10774,church
10892,city
10893,city
10894,city
10895,city
10898,city
10967,class
10968,class
10969,class
10970,class
10972,class
10973,class
11034,clean
11035,clean
11036,clean
11037,clean
11040,clean
11198,clock
11199,clock
11200,clock
11203,clock
11252,close
11253,close
11254,close
11260,close
11261,close
11262,close
11309,clothes
11310,clothes
11311,clothes
11313,clothes
11357,cloud
11358,cloud
11359,cloud
11360,cloud
11361,cloud
11362,cloud
11364,cloud
11558,coffee
11559,coffee
11560,coffee
11561,coffee
11563,coffee
11621,cold
11622,cold
11623,cold
11624,cold
11625,cold
11627,cold
11628,cold
11633,cold
11634,cold
11635,cold
11708,college
11709,college
11710,college
11711,college
11713,college
11767,color
11768,color
11769,color
11770,color
11772,color
11773,color
11819,comb
11820,comb
11821,comb
11823,comb
11824,comb
12113,compare
12114,compare
12115,compare
12116,compare
12118,compare
12223,complex
12225,complex
12226,complex
12228,complex
12311,computer
12312,computer
12313,computer
12314,computer
12315,computer
12316,computer
12317,computer
12318,computer
12319,computer
12320,computer
12326,computer
12327,computer
12328,computer
12871,contact
12872,contact
12873,contact
12874,contact
12876,contact
12877,contact
12968,continue
12969,continue
12970,continue
12971,continue
12973,continue
13134,convince
13135,convince
13136,convince
13137,convince
13138,convince
13143,convince
13144,convince
13155,cook
13156,cook
13157,cook
13158,cook
13160,cook
13161,cook
13172,cookie
13173,cookie
13174,cookie
13175,cookie
13177,cookie
13179,cookie
13196,cool
13197,cool
13198,cool
13199,cool
13200,cool
13201,cool
13202,cool
13203,cool
13208,cool
13209,cool
13213,cool
13267,copy
13268,copy
13269,copy
13273,copy
13275,copy
13312,corner
13313,corner
13316,corner
13323,corn
13325,corn
13326,corn
13327,corn
13328,corn
13329,corn
13333,corn
13334,corn
13350,correct
13351,correct
13352,correct
13354,correct
13355,correct
13356,correct
13468,cough
13469,cough
13470,cough
13473,cough
13543,country
13544,country
13545,country
13546,country
13549,country
13550,country
13630,cousin
13631,cousin
13632,cousin
13633,cousin
13634,cousin
13635,cousin
13636,cousin
13640,cousin
13641,cousin
13642,cousin
13695,cow
13696,cow
13697,cow
13698,cow
13699,cow
13702,cow
13703,cow
13799,crash
13800,crash
13803,crash
13804,crash
13805,crash
13806,crash
13854,crazy
13855,crazy
13858,crazy
13859,crazy
14174,cry
14175,cry
14176,cry
14177,cry
14180,cry
14182,cry
14183,cry
14287,cup
14288,cup
14289,cup
14291,cup
14292,cup
14375,curse
14376,curse
14378,curse
14379,curse
14380,curse
14451,cute
14452,cute
14453,cute
14454,cute
14457,cute
14458,cute
14466,cut
14467,cut
14477,cut
14478,cut
14479,cut
14481,cut
14482,cut
14622,dance
14623,dance
14624,dance
14625,dance
14627,dance
14671,dark
14672,dark
14673,dark
14674,dark
14675,dark
14676,dark
14680,dark
14681,dark
14749,daughter
14750,daughter
14751,daughter
14752,daughter
14753,daughter
14755,daughter
14756,daughter
14757,daughter
14792,day
14793,day
14794,day
14795,day
14796,day
14799,day
14835,dead
14836,dead
14837,dead
14839,dead
14882,deaf
14883,deaf
14884,deaf
14885,deaf
14886,deaf
14887,deaf
14888,deaf
14893,deaf
14894,deaf
15032,decide
15033,decide
15034,decide
15035,decide
15037,decide
15038,decide
15093,decorate
15094,decorate
15095,decorate
15096,decorate
15099,decorate
15100,decorate
15101,decorate
15157,deep
15158,deep
15159,deep
15160,deep
15162,deep
15163,deep
15171,deer
15172,deer
15173,deer
15176,deer
15177,deer
15319,delay
15320,delay
15321,delay
15322,delay
15323,delay
15325,delay
15326,delay
15327,delay
15328,delay
15330,delay
15361,delicious
15362,delicious
15363,delicious
15364,delicious
15365,delicious
15366,delicious
15369,delicious
15370,delicious
15422,demand
15423,demand
15424,demand
15425,demand
15426,demand
15428,demand
15528,dentist
15529,dentist
15530,dentist
15531,dentist
15533,dentist
15534,dentist
15601,depend
15602,depend
15603,depend
15606,depend
15607,depend
15721,desert
15723,desert
15724,desert
15725,desert
15728,desert
15772,desk
15773,desk
15774,desk
15775,desk
15776,desk
15933,develop
15934,develop
15935,develop
15936,develop
15938,develop
16124,dictionary
16125,dictionary
16126,dictionary
16127,dictionary
16131,dictionary
16191,different
16192,different
16193,different
16194,different
16195,different
16198,different
16404,dirty
16405,dirty
16406,dirty
16407,dirty
16409,dirty
16438,disappear
16439,disappear
16440,disappear
16441,disappear
16443,disappear
16444,disappear
16585,discuss
16586,discuss
16587,discuss
16591,discuss
16592,discuss
16593,discuss
16890,dive
16891,dive
16892,dive
16893,dive
16894,dive
16895,dive
16897,dive
16963,divorce
16965,divorce
16966,divorce
16968,divorce
16972,divorce
17013,doctor
17014,doctor
17015,doctor
17016,doctor
17017,doctor
17019,doctor
17020,doctor
17083,dog
17084,dog
17085,dog
17086,dog
17087,dog
17090,dog
17091,dog
17144,doll
17145,doll
17146,doll
17149,doll
17324,door
17325,door
17326,door
17327,door
17330,door
17428,down
17429,down
17430,down
17431,down
17433,down
17594,draw
17595,draw
17596,draw
17600,draw
17654,dress
17655,dress
17656,dress
17657,dress
17659,dress
17660,dress
17709,drink
17710,drink
17711,drink
17712,drink
17713,drink
17720,drink
17721,drink
17722,drink
17723,drink
17724,drink
17758,drive
17761,drive
17762,drive
17766,drive
17768,drive
17820,drop
17821,drop
17822,drop
17823,drop
17824,drop
17827,drop
17828,drop
17930,dry
17931,dry
17932,dry
17933,dry
17935,dry
17936,dry
18058,duty
18059,duty
18061,duty
18154,ear
18155,ear
18156,ear
18158,ear
18195,earn
18196,earn
18197,earn
18199,earn
18219,earring
18220,earring
18221,earring
18225,earring
18272,easter
18273,easter
18275,easter
18276,easter
18279,easter
18280,easter
18288,east
18289,east
18290,east
18291,east
18292,east
18294,east
18306,easy
18307,easy
18308,easy
18311,easy
18323,eat
18324,eat
18325,eat
18329,eat
18486,egg
18487,egg
18488,egg
18494,egg
18495,egg
18522,egypt
18523,egypt
18524,egypt
18526,egypt
18528,egypt
18770,elephant
18771,elephant
18772,elephant
18773,elephant
18775,elephant
18788,elevator
18790,elevator
18791,elevator
18796,elevator
18871,email
18873,email
18875,email
18879,email
18880,email
19109,end
19110,end
19111,end
19114,end
19115,end
19232,english
19233,english
19236,english
19257,enjoy
19258,enjoy
19259,enjoy
19260,enjoy
19261,enjoy
19264,enjoy
19326,enter
19327,enter
19328,enter
19330,enter
19406,environment
19407,environment
19408,environment
19409,environment
19410,environment
19411,environment
19412,environment
19414,environment
19557,escape
19558,escape
19559,escape
19560,escape
19561,escape
19563,escape
19685,europe
19686,europe
19687,europe
19688,europe
19689,europe
19692,europe
19760,event
19761,event
19762,event
19765,event
19766,event
20066,example
20067,example
20068,example
20070,example
20071,example
20072,example
20074,example
20139,exchange
20141,exchange
20142,exchange
20143,exchange
20145,exchange
20146,exchange
20147,exchange
20363,expensive
20364,expensive
20365,expensive
20366,expensive
20367,expensive
20369,expensive
20370,expensive
20378,experience
20379,experience
20380,experience
20381,experience
20383,experience
20435,explain
20436,explain
20437,explain
20438,explain
20440,explain
20441,explain
20699,face
20700,face
20701,face
20702,face
20706,face
20793,fail
20794,fail
20795,fail
20797,fail
20978,family
20979,family
20980,family
20981,family
20982,family
20983,family
20986,family
20987,family
21069,far
21070,far
21071,far
21072,far
21073,far
21074,far
21075,far
21077,far
21078,far
21168,fast
21169,fast
21172,fast
21175,fast
21182,fast
21204,father
21205,father
21207,father
21209,father
21212,father
21231,fat
21233,fat
21234,fat
21236,fat
21237,fat
21241,fat
21242,fat
21243,fat
21273,fault
21274,fault
21275,fault
21276,fault
21280,fault
21281,fault
21282,fault
21283,fault
21408,feed
21409,feed
21411,feed
21412,feed
21413,feed
21432,feel
21433,feel
21434,feel
21436,feel
21551,few
21552,few
21554,few
21557,few
21694,fight
21695,fight
21697,fight
21704,fight
21706,fight
21852,find
21853,find
21854,find
21855,find
21858,find
21859,find
21869,fine
21870,fine
21871,fine
21872,fine
21874,fine
21878,fine
21883,fine
21941,finish
21942,finish
21943,finish
21944,finish
21945,finish
21949,finish
21950,finish
21951,finish
22085,first
22086,first
22087,first
22094,first
22095,first
22113,fish
22114,fish
22115,fish
22116,fish
22117,fish
22120,fish
22121,fish
22132,fishing
22133,fishing
22134,fishing
22135,fishing
22272,flag
22273,flag
22274,flag
22276,flag
22492,floor
22493,floor
22494,floor
22495,floor
22499,floor
22548,flower
22549,flower
22550,flower
22551,flower
22553,flower
22627,fly
22635,fly
22636,fly
22640,fly
22715,follow
22716,follow
22717,follow
22718,follow
22720,follow
22721,follow
22743,food
22744,food
22745,food
22746,food
22748,food
22802,football
22803,football
22804,football
22805,football
22806,football
22810,football
22952,forget
22953,forget
22954,forget
22955,forget
22960,forget
22993,for
22994,for
22996,for
23042,form
23043,form
23045,form
23046,form
23049,form
23050,form
23051,form
23442,freeze
23443,freeze
23444,freeze
23445,freeze
23448,freeze
23542,friday
23543,friday
23544,friday
23545,friday
23548,friday
23568,friend
23569,friend
23570,friend
23572,friend
23574,friend
23580,friendly
23581,friendly
23582,friendly
23583,friendly
23585,friendly
23638,from
23639,from
23640,from
23642,from
23664,front
23665,front
23666,front
23667,front
23668,front
23670,front
23766,full
23767,full
23768,full
23769,full
23771,full
23774,full
23775,full
23776,full
23946,future
23947,future
23948,future
23951,future
23952,future
23953,future
24025,game
24026,game
24027,game
24029,game
24438,get
24439,get
24440,get
24443,get
24581,giraffe
24582,giraffe
24583,giraffe
24584,giraffe
24586,giraffe
24605,girl
24606,girl
24607,girl
24608,girl
24609,girl
24611,girl
24636,give
24638,give
24639,give
24640,give
24641,give
24648,give
24649,give
24651,give
24720,glasses
24721,glasses
24722,glasses
24724,glasses
24725,glasses
24726,glasses
24728,glasses
24914,god
24915,god
24916,god
24917,god
24919,god
24940,go
24941,go
24943,go
24946,go
24947,go
24952,go
24954,go
24955,go
24956,go
24960,go
24961,go
24962,go
25066,good
25067,good
25068,good
25069,good
25070,good
25072,good
25073,good
25241,government
25242,government
25243,government
25244,government
25245,government
25246,government
25247,government
25250,government
25321,graduate
25322,graduate
25323,graduate
25324,graduate
25325,graduate
25326,graduate
25329,graduate
25330,graduate
25371,grammar
25372,grammar
25373,grammar
25374,grammar
25375,grammar
25377,grammar
25378,grammar
25406,grandfather
25407,grandfather
25408,grandfather
25409,grandfather
25411,grandfather
25621,great
25622,great
25623,great
25624,great
25625,great
25627,great
25631,great
25642,greece
25644,greece
25645,greece
25647,greece
25648,greece
25685,green
25686,green
25687,green
25689,green
25917,guess
25918,guess
25920,guess
25922,guess
25976,guitar
25977,guitar
25978,guitar
25979,guitar
25982,guitar
26157,hair
26158,hair
26159,hair
26162,hair
26163,hair
26166,hair
26251,halloween
26252,halloween
26253,halloween
26254,halloween
26255,halloween
26259,halloween
26313,hammer
26314,hammer
26315,hammer
26317,hammer
26494,happen
26495,happen
26496,happen
26497,happen
26499,happen
26524,happy
26525,happy
26526,happy
26527,happy
26530,happy
26531,happy
26532,happy
26568,hard
26569,hard
26570,hard
26573,hard
26574,hard
26712,hat
26713,hat
26714,hat
26715,hat
26717,hat
26719,hat
26766,have
26767,have
26768,have
26773,have
26833,headache
26834,headache
26835,headache
26836,headache
26837,headache
26839,headache
26840,headache
26942,hear
26943,hear
26944,hear
26945,hear
26946,hear
26950,hear
26951,hear
26952,hear
26971,hearing
26972,hearing
26973,hearing
26974,hearing
26975,hearing
26976,hearing
26980,hearing
27042,heart
27043,heart
27044,heart
27046,heart
27050,heart
27051,heart
27151,helicopter
27152,helicopter
27153,helicopter
27154,helicopter
27155,helicopter
27157,helicopter
27172,hello
27173,hello
27177,hello
27206,help
27207,help
27208,help
27209,help
27213,help
27214,help
27215,help
27216,help
27217,help
27263,here
27264,here
27265,here
27268,here
27406,high
27407,high
27408,high
27412,high
27569,history
27570,history
27571,history
27572,history
27573,history
27575,history
27591,hit
27592,hit
27593,hit
27595,hit
27596,hit
27765,home
27766,home
27767,home
27768,home
27770,home
27920,hope
27921,hope
27922,hope
27923,hope
27925,hope
27926,hope
27929,hope
28033,hospital
28034,hospital
28035,hospital
28036,hospital
28038,hospital
28041,hospital
28107,hot
28108,hot
28109,hot
28110,hot
28111,hot
28112,hot
28115,hot
28116,hot
28138,hour
28139,hour
28140,hour
28143,hour
28144,hour
28145,hour
28159,house
28160,house
28161,house
28162,house
28164,house
28201,how
28202,how
28203,how
28204,how
28205,how
28210,how
28211,how
28308,humble
28309,humble
28310,humble
28311,humble
28312,humble
28314,humble
28315,humble
28376,hungry
28377,hungry
28378,hungry
28379,hungry
28381,hungry
28423,hurry
28424,hurry
28425,hurry
28426,hurry
28429,hurry
28430,hurry
28440,hurt
28441,hurt
28445,hurt
28446,hurt
28463,husband
28464,husband
28465,husband
28466,husband
28469,husband
28648,idea
28649,idea
28650,idea
28651,idea
28652,idea
28655,idea
29065,important
29066,important
29068,important
29069,important
29071,important
29136,improve
29137,improve
29138,improve
29139,improve
29143,improve
29144,improve
29145,improve
29646,inform
29647,inform
29648,inform
29649,inform
29655,inform
29656,inform
29657,inform
30152,interest
30153,interest
30154,interest
30155,interest
30156,interest
30160,interest
30162,interest
30230,internet
30231,internet
30232,internet
30233,internet
30234,internet
30235,internet
30239,internet
30384,introduce
30385,introduce
30386,introduce
30388,introduce
30451,invest
30452,invest
30453,invest
30454,invest
30455,invest
30460,invest
30468,investigate
30469,investigate
30470,investigate
30471,investigate
30472,investigate
30474,investigate
30831,jacket
30832,jacket
30833,jacket
30834,jacket
30835,jacket
30840,jacket
30933,japan
30934,japan
30935,japan
30936,japan
30937,japan
30941,japan
30974,jealous
30975,jealous
30978,jealous
30979,jealous
30983,jealous
30984,jealous
30985,jealous
31149,join
31151,join
31152,join
31155,join
31157,join
31158,join
31315,jump
31316,jump
31320,jump
31649,kill
31650,kill
31651,kill
31652,kill
31655,kill
31730,king
31731,king
31732,king
31733,king
31735,king
31749,kiss
31750,kiss
31751,kiss
31752,kiss
31753,kiss
31755,kiss
31756,kiss
31773,kitchen
31774,kitchen
31775,kitchen
31776,kitchen
31778,kitchen
31842,knife
31843,knife
31844,knife
31848,knife
31897,know
31898,know
31899,know
31900,know
31901,know
31903,know
32154,language
32155,language
32156,language
32157,language
32158,language
32160,language
32163,language
32203,large
32204,large
32205,large
32206,large
32207,large
32209,large
32246,last
32248,last
32249,last
32250,last
32253,last
32254,last
32255,last
32257,last
32282,last year
32283,last year
32284,last year
32285,last year
32300,late
32302,late
32303,late
32304,late
32306,late
32320,later
32321,later
32322,later
32323,later
32324,later
32325,later
32326,later
32333,later
32377,laugh
32379,laugh
32380,laugh
32381,laugh
32382,laugh
32383,laugh
32386,laugh
32388,laugh
32389,laugh
32447,law
32448,law
32449,law
32450,law
32452,law
32510,lazy
32511,lazy
32512,lazy
32514,lazy
32604,learn
32605,learn
32606,learn
32607,learn
32608,learn
32612,learn
32654,leave
32655,leave
32657,leave
32658,leave
32659,leave
32661,leave
32662,leave
32667,leave
32669,leave
32812,lemon
32813,lemon
32814,lemon
32945,letter
32946,letter
32947,letter
32948,letter
32949,letter
32950,letter
32953,letter
32954,letter
32955,letter
32963,lettuce
32964,lettuce
32965,lettuce
32966,lettuce
32968,lettuce
33051,library
33052,library
33053,library
33055,library
33114,lie
33115,lie
33116,lie
33120,lie
33121,lie
33205,light
33206,light
33214,light
33217,light
33218,light
33266,like
33267,like
33268,like
33269,like
33270,like
33273,like
33274,like
33472,list
33473,list
33474,list
33475,list
33477,list
33479,list
33480,list
33538,live
33539,live
33542,live
33639,lobster
33640,lobster
33641,lobster
33642,lobster
33643,lobster
33646,lobster
34002,lose
34004,lose
34005,lose
34006,lose
34007,lose
34008,lose
34012,lose
34121,love
34123,love
34124,love
34127,love
34128,love
34129,love
34204,lucky
34205,lucky
34206,lucky
34207,lucky
34208,lucky
34211,lucky
34386,magazine
34387,magazine
34388,magazine
34390,magazine
34575,make
34577,make
34578,make
34579,make
34580,make
34581,make
34583,make
34584,make
34732,man
34733,man
34734,man
34736,man
34737,man
34738,man
34742,man
34823,many
34824,many
34825,many
34826,many
34827,many
34830,many
34831,many
34832,many
34956,marry
34957,marry
34958,marry
34959,marry
34961,marry
35114,match
35115,match
35116,match
35119,match
35120,match
35121,match
35289,mean
35291,mean
35292,mean
35293,mean
35295,mean
35298,mean
35299,mean
35338,measure
35339,measure
35340,measure
35341,measure
35344,measure
35360,meat
35361,meat
35362,meat
35363,meat
35364,meat
35366,meat
35452,medicine
35453,medicine
35454,medicine
35455,medicine
35456,medicine
35458,medicine
35509,meet
35511,meet
35512,meet
35513,meet
35516,meet
35517,meet
35518,meet
35525,meeting
35526,meeting
35527,meeting
35528,meeting
35530,meeting
35945,microwave
35946,microwave
35947,microwave
35948,microwave
35950,microwave
36046,milk
36047,milk
36048,milk
36050,milk
36242,minute
36243,minute
36244,minute
36245,minute
36248,minute
36249,minute
36260,mirror
36261,mirror
36262,mirror
36263,mirror
36264,mirror
36266,mirror
36335,miss
36336,miss
36337,miss
36342,miss
36343,miss
36648,money
36651,money
36652,money
36654,money
36678,monkey
36679,monkey
36680,monkey
36681,monkey
36683,monkey
36733,month
36734,month
36735,month
36736,month
36738,month
36779,moon
36780,moon
36781,moon
36782,moon
36783,moon
36827,more
36828,more
36829,more
36830,more
36834,more
36836,more
36857,morning
36858,morning
36859,morning
36860,morning
36863,morning
36913,most
36914,most
36915,most
36916,most
36918,most
36929,mother
36930,mother
36931,mother
36932,mother
36933,mother
36936,mother
36937,mother
36992,motorcycle
36993,motorcycle
36994,motorcycle
36995,motorcycle
36996,motorcycle
36998,motorcycle
37085,move
37086,move
37087,move
37089,move
37093,move
37094,move
37097,move
37098,move
37125,movie
37126,movie
37127,movie
37129,movie
37363,music
37364,music
37365,music
37367,music
37369,music
